dataset,classifier,repeat,split_seed,n_train,n_test,n_features,n_classes,best_params,primary_metric,primary_value,secondary_metric,secondary_value,tertiary_metric,tertiary_value,avg_rrc_size,max_rrc_size,rrc_rc_ratio,elapsed_seconds,status,error
glass,naive_bayes,10,2007,171,43,9,6,"{""var_smoothing"": 1e-09}",size,38,,,,,,,,0.0,ok,
glass,xgboost,10,2007,171,43,9,6,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,3,,,,,,0.0,ok,
glass,ips_knn,10,2007,171,43,9,6,"{""k"": 1}",avg_rrc_size,4.6976744186046515,max_rrc_size,9.0,,,4.6976744186046515,9.0,0.5219638242894057,0.676,ok,
glass,knn,10,2007,171,43,9,6,"{""n_neighbors"": 1, ""weights"": ""uniform""}",size,9,,,,,,,,0.0,ok,
glass,logistic_regression,10,2007,171,43,9,6,"{""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,10,,,,,,,,0.0,ok,
glass,svm,10,2007,171,43,9,6,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}",size,10,,,,,,,,0.0,ok,
glass,decision_tree,10,2007,171,43,9,6,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",configured_max_depth,10,max_path_features,7.0,avg_path_features,4.627906976744186,,,,0.002,ok,
glass,random_forest,10,2007,171,43,9,6,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,10,,,,,,0.0,ok,
glass,fcalc,10,2007,171,43,9,6,"{""cv_f1"": 0.43924287907651494, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}",size,1539,,,,,,,,0.0,ok,
glass,fcalc_rand,10,2007,171,43,9,6,"{""cv_f1"": 0.4205424674627573, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 40, ""subsample_size"": 1}",size,2160,num_iters,40,,,,,,0.0,ok,
ionosphere,naive_bayes,1,1998,280,71,34,2,"{""var_smoothing"": 1e-07}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,1,1998,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,50,max_depth,5,,,,,,0.0,ok,
ionosphere,ips_knn,1,1998,280,71,34,2,"{""k"": 1}",avg_rrc_size,6.422535211267606,max_rrc_size,28.0,,,6.422535211267606,28.0,0.18889809444904723,5.539,ok,
ionosphere,knn,1,1998,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,1,1998,280,71,34,2,"{""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,1,1998,280,71,34,2,"{""C"": 1.0, ""gamma"": ""auto"", ""kernel"": ""rbf""}",n_support_vectors,107,size,3747,,,,,,0.002,ok,
ionosphere,decision_tree,1,1998,280,71,34,2,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",configured_max_depth,10,max_path_features,8.0,avg_path_features,5.253521126760563,,,,0.002,ok,
ionosphere,random_forest,1,1998,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,5,,,,,,0.0,ok,
ionosphere,fcalc,1,1998,280,71,34,2,"{""cv_f1"": 0.7142622556904612, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,1,1998,280,71,34,2,"{""cv_f1"": 0.731407808538225, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 4}",size,2720,num_iters,40,,,,,,0.0,ok,
ionosphere,naive_bayes,2,1999,280,71,34,2,"{""var_smoothing"": 1e-07}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,2,1999,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,50,max_depth,5,,,,,,0.0,ok,
ionosphere,ips_knn,2,1999,280,71,34,2,"{""k"": 2}",avg_rrc_size,6.788732394366197,max_rrc_size,15.0,,,6.788732394366197,15.0,0.1996685998342999,5.689,ok,
ionosphere,knn,2,1999,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,2,1999,280,71,34,2,"{""C"": 10, ""penalty"": ""l1"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,2,1999,280,71,34,2,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,77,size,2697,,,,,,0.002,ok,
ionosphere,decision_tree,2,1999,280,71,34,2,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}",configured_max_depth,,max_path_features,16.0,avg_path_features,9.352112676056338,,,,0.002,ok,
ionosphere,random_forest,2,1999,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 100}",n_estimators,100,max_depth,10,,,,,,0.0,ok,
ionosphere,fcalc,2,1999,280,71,34,2,"{""cv_f1"": 0.5597186772467424, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,2,1999,280,71,34,2,"{""cv_f1"": 0.7579328257219016, ""family"": ""standard"", ""method"": ""standard-support"", ""num_iters"": 40, ""subsample_size"": 3}",size,2720,num_iters,40,,,,,,0.0,ok,
ionosphere,naive_bayes,3,2000,280,71,34,2,"{""var_smoothing"": 1e-09}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,3,2000,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,5,,,,,,0.0,ok,
ionosphere,ips_knn,3,2000,280,71,34,2,"{""k"": 1}",avg_rrc_size,6.830985915492958,max_rrc_size,28.0,,,6.830985915492958,28.0,0.20091135045567524,5.622,ok,
ionosphere,knn,3,2000,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,3,2000,280,71,34,2,"{""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,3,2000,280,71,34,2,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,72,size,2522,,,,,,0.002,ok,
ionosphere,decision_tree,3,2000,280,71,34,2,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,,max_path_features,11.0,avg_path_features,6.690140845070423,,,,0.002,ok,
ionosphere,random_forest,3,2000,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,10,,,,,,0.0,ok,
ionosphere,fcalc,3,2000,280,71,34,2,"{""cv_f1"": 0.5774966927132814, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,3,2000,280,71,34,2,"{""cv_f1"": 0.7598253590892581, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 50, ""subsample_size"": 3}",size,3400,num_iters,50,,,,,,0.0,ok,
ionosphere,naive_bayes,4,2001,280,71,34,2,"{""var_smoothing"": 1e-07}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,4,2001,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,3,,,,,,0.0,ok,
ionosphere,ips_knn,4,2001,280,71,34,2,"{""k"": 1}",avg_rrc_size,6.154929577464789,max_rrc_size,15.0,,,6.154929577464789,15.0,0.18102734051367025,5.404,ok,
ionosphere,knn,4,2001,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,4,2001,280,71,34,2,"{""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,4,2001,280,71,34,2,"{""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,106,size,3712,,,,,,0.002,ok,
ionosphere,decision_tree,4,2001,280,71,34,2,"{""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}",configured_max_depth,10,max_path_features,6.0,avg_path_features,4.816901408450704,,,,0.004,ok,
ionosphere,random_forest,4,2001,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}",n_estimators,100,max_depth,5,,,,,,0.0,ok,
ionosphere,fcalc,4,2001,280,71,34,2,"{""cv_f1"": 0.6447333671413876, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,4,2001,280,71,34,2,"{""cv_f1"": 0.7727392105069042, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 50, ""subsample_size"": 3}",size,3400,num_iters,50,,,,,,0.0,ok,
ionosphere,naive_bayes,5,2002,280,71,34,2,"{""var_smoothing"": 1e-07}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,5,2002,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,100,max_depth,3,,,,,,0.0,ok,
ionosphere,ips_knn,5,2002,280,71,34,2,"{""k"": 3}",avg_rrc_size,7.845070422535211,max_rrc_size,29.0,,,7.845070422535211,29.0,0.23073736536868267,6.035,ok,
ionosphere,knn,5,2002,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,5,2002,280,71,34,2,"{""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,5,2002,280,71,34,2,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,66,size,2312,,,,,,0.002,ok,
ionosphere,decision_tree,5,2002,280,71,34,2,"{""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,5,max_path_features,5.0,avg_path_features,3.971830985915493,,,,0.003,ok,
ionosphere,random_forest,5,2002,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",n_estimators,300,max_depth,5,,,,,,0.0,ok,
ionosphere,fcalc,5,2002,280,71,34,2,"{""cv_f1"": 0.6195455960161842, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,5,2002,280,71,34,2,"{""cv_f1"": 0.8139531199283521, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 3}",size,2720,num_iters,40,,,,,,0.0,ok,
ionosphere,naive_bayes,6,2003,280,71,34,2,"{""var_smoothing"": 1e-07}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,6,2003,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,5,,,,,,0.0,ok,
ionosphere,ips_knn,6,2003,280,71,34,2,"{""k"": 4}",avg_rrc_size,8.366197183098592,max_rrc_size,29.0,,,8.366197183098592,29.0,0.24606462303231152,6.149,ok,
ionosphere,knn,6,2003,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,6,2003,280,71,34,2,"{""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,6,2003,280,71,34,2,"{""C"": 10.0, ""gamma"": ""auto"", ""kernel"": ""rbf""}",n_support_vectors,73,size,2557,,,,,,0.002,ok,
ionosphere,decision_tree,6,2003,280,71,34,2,"{""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}",configured_max_depth,5,max_path_features,5.0,avg_path_features,4.380281690140845,,,,0.003,ok,
ionosphere,random_forest,6,2003,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}",n_estimators,100,max_depth,10,,,,,,0.0,ok,
ionosphere,fcalc,6,2003,280,71,34,2,"{""cv_f1"": 0.7224924656326673, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,6,2003,280,71,34,2,"{""cv_f1"": 0.786650210262567, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 3}",size,2720,num_iters,40,,,,,,0.0,ok,
ionosphere,naive_bayes,7,2004,280,71,34,2,"{""var_smoothing"": 1e-07}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,7,2004,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,5,,,,,,0.0,ok,
ionosphere,ips_knn,7,2004,280,71,34,2,"{""k"": 1}",avg_rrc_size,7.788732394366197,max_rrc_size,29.0,,,7.788732394366197,29.0,0.22908036454018227,5.938,ok,
ionosphere,knn,7,2004,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,7,2004,280,71,34,2,"{""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,7,2004,280,71,34,2,"{""C"": 10.0, ""gamma"": ""auto"", ""kernel"": ""rbf""}",n_support_vectors,77,size,2697,,,,,,0.002,ok,
ionosphere,decision_tree,7,2004,280,71,34,2,"{""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}",configured_max_depth,10,max_path_features,7.0,avg_path_features,4.915492957746479,,,,0.004,ok,
ionosphere,random_forest,7,2004,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}",n_estimators,300,max_depth,5,,,,,,0.0,ok,
ionosphere,fcalc,7,2004,280,71,34,2,"{""cv_f1"": 0.6005186042461906, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,7,2004,280,71,34,2,"{""cv_f1"": 0.760789288312812, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 3}",size,2720,num_iters,40,,,,,,0.0,ok,
ionosphere,naive_bayes,8,2005,280,71,34,2,"{""var_smoothing"": 1e-08}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,8,2005,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,5,,,,,,0.0,ok,
ionosphere,ips_knn,8,2005,280,71,34,2,"{""k"": 1}",avg_rrc_size,7.323943661971831,max_rrc_size,29.0,,,7.323943661971831,29.0,0.21541010770505387,5.787,ok,
ionosphere,knn,8,2005,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,8,2005,280,71,34,2,"{""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,8,2005,280,71,34,2,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,74,size,2592,,,,,,0.002,ok,
ionosphere,decision_tree,8,2005,280,71,34,2,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,,max_path_features,7.0,avg_path_features,4.394366197183099,,,,0.002,ok,
ionosphere,random_forest,8,2005,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,5,,,,,,0.0,ok,
ionosphere,fcalc,8,2005,280,71,34,2,"{""cv_f1"": 0.6362453040849214, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,8,2005,280,71,34,2,"{""cv_f1"": 0.7676797305713277, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 30, ""subsample_size"": 3}",size,2040,num_iters,30,,,,,,0.0,ok,
ionosphere,naive_bayes,9,2006,280,71,34,2,"{""var_smoothing"": 1e-07}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,9,2006,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,50,max_depth,5,,,,,,0.0,ok,
ionosphere,ips_knn,9,2006,280,71,34,2,"{""k"": 2}",avg_rrc_size,7.873239436619718,max_rrc_size,29.0,,,7.873239436619718,29.0,0.2315658657829329,6.07,ok,
ionosphere,knn,9,2006,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,9,2006,280,71,34,2,"{""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,9,2006,280,71,34,2,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,82,size,2872,,,,,,0.002,ok,
ionosphere,decision_tree,9,2006,280,71,34,2,"{""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",configured_max_depth,5,max_path_features,5.0,avg_path_features,3.6338028169014085,,,,0.003,ok,
ionosphere,random_forest,9,2006,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,10,,,,,,0.0,ok,
ionosphere,fcalc,9,2006,280,71,34,2,"{""cv_f1"": 0.6872427541228965, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,9,2006,280,71,34,2,"{""cv_f1"": 0.6939665667485215, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 30, ""subsample_size"": 3}",size,2040,num_iters,30,,,,,,0.0,ok,
ionosphere,naive_bayes,10,2007,280,71,34,2,"{""var_smoothing"": 1e-07}",size,138,,,,,,,,0.0,ok,
ionosphere,xgboost,10,2007,280,71,34,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,100,max_depth,3,,,,,,0.0,ok,
ionosphere,ips_knn,10,2007,280,71,34,2,"{""k"": 4}",avg_rrc_size,8.591549295774648,max_rrc_size,29.0,,,8.591549295774648,29.0,0.2526926263463132,6.246,ok,
ionosphere,knn,10,2007,280,71,34,2,"{""n_neighbors"": 2, ""weights"": ""uniform""}",size,68,,,,,,,,0.0,ok,
ionosphere,logistic_regression,10,2007,280,71,34,2,"{""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}",size,35,,,,,,,,0.0,ok,
ionosphere,svm,10,2007,280,71,34,2,"{""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,99,size,3467,,,,,,0.002,ok,
ionosphere,decision_tree,10,2007,280,71,34,2,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}",configured_max_depth,10,max_path_features,10.0,avg_path_features,7.746478873239437,,,,0.002,ok,
ionosphere,random_forest,10,2007,280,71,34,2,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}",n_estimators,100,max_depth,10,,,,,,0.0,ok,
ionosphere,fcalc,10,2007,280,71,34,2,"{""cv_f1"": 0.4885524384277124, ""family"": ""standard"", ""method"": ""ratio-support""}",size,9520,,,,,,,,0.0,ok,
ionosphere,fcalc_rand,10,2007,280,71,34,2,"{""cv_f1"": 0.7721398899146403, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 3}",size,2720,num_iters,40,,,,,,0.0,ok,
breast_cancer,naive_bayes,1,1998,455,114,30,2,"{""var_smoothing"": 1e-09}",size,122,,,,,,,,0.0,ok,
breast_cancer,xgboost,1,1998,455,114,30,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,100,max_depth,5,,,,,,0.0,ok,
breast_cancer,ips_knn,1,1998,455,114,30,2,"{""k"": 5}",avg_rrc_size,4.956140350877193,max_rrc_size,11.0,,,4.956140350877193,11.0,0.16520467836257308,6.782,ok,
breast_cancer,knn,1,1998,455,114,30,2,"{""n_neighbors"": 4, ""weights"": ""distance""}",size,120,,,,,,,,0.0,ok,
breast_cancer,logistic_regression,1,1998,455,114,30,2,"{""C"": 1, ""penalty"": ""l2"", ""solver"": ""liblinear""}",size,31,,,,,,,,0.0,ok,
breast_cancer,svm,1,1998,455,114,30,2,"{""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""linear""}",size,31,,,,,,,,0.0,ok,
breast_cancer,decision_tree,1,1998,455,114,30,2,"{""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,10,max_path_features,5.0,avg_path_features,4.105263157894737,,,,0.005,ok,
breast_cancer,random_forest,1,1998,455,114,30,2,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}",n_estimators,100,max_depth,10,,,,,,0.0,ok,
breast_cancer,fcalc,1,1998,455,114,30,2,"{""cv_f1"": 0.9318544193814592, ""family"": ""proximity"", ""method"": ""proximity""}",size,13650,,,,,,,,0.0,ok,
breast_cancer,fcalc_rand,1,1998,455,114,30,2,"{""cv_f1"": 0.9556513909071287, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 20, ""subsample_size"": 5}",size,1200,num_iters,20,,,,,,0.0,ok,
breast_cancer,naive_bayes,2,1999,455,114,30,2,"{""var_smoothing"": 1e-09}",size,122,,,,,,,,0.0,ok,
breast_cancer,xgboost,2,1999,455,114,30,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,100,max_depth,5,,,,,,0.0,ok,
breast_cancer,ips_knn,2,1999,455,114,30,2,"{""k"": 8}",avg_rrc_size,5.0964912280701755,max_rrc_size,12.0,,,5.0964912280701755,12.0,0.16988304093567252,6.802,ok,
breast_cancer,knn,2,1999,455,114,30,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",size,150,,,,,,,,0.0,ok,
breast_cancer,logistic_regression,2,1999,455,114,30,2,"{""C"": 1, ""penalty"": ""l2"", ""solver"": ""liblinear""}",size,31,,,,,,,,0.0,ok,
breast_cancer,svm,2,1999,455,114,30,2,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,82,size,2544,,,,,,0.003,ok,
breast_cancer,decision_tree,2,1999,455,114,30,2,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}",configured_max_depth,5,max_path_features,5.0,avg_path_features,4.350877192982456,,,,0.002,ok,
breast_cancer,random_forest,2,1999,455,114,30,2,"{""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,5,,,,,,0.0,ok,
breast_cancer,fcalc,2,1999,455,114,30,2,"{""cv_f1"": 0.9193483032241465, ""family"": ""proximity"", ""method"": ""proximity""}",size,13650,,,,,,,,0.0,ok,
breast_cancer,fcalc_rand,2,1999,455,114,30,2,"{""cv_f1"": 0.9536923448302094, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 40, ""subsample_size"": 9}",size,2400,num_iters,40,,,,,,0.0,ok,
breast_cancer,naive_bayes,3,2000,455,114,30,2,"{""var_smoothing"": 1e-09}",size,122,,,,,,,,0.0,ok,
