dataset,classifier,mean_macro_f1_percent,ci95_half_width_percent,std_macro_f1_percent,repeat_scores,best_params_summary,successful_repeats
glass,decision_tree,62.0405,6.0572,8.4674,"[48.3333, 75.9049, 53.7937, 60.3175, 59.2361, 62.466, 56.8649, 61.5741, 70.7168, 71.1977]","[{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}]",10
glass,random_forest,77.4326,5.4493,7.6176,"[81.8678, 81.4124, 81.1607, 82.685, 85.8325, 72.0139, 78.5023, 61.2869, 68.8889, 80.6753]","[{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}]",10
glass,xgboost,72.6052,5.7765,8.075,"[83.4848, 81.546, 70.9005, 70.0, 70.2151, 54.2361, 71.3522, 71.1993, 75.8833, 77.2342]","[{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}]",10
ionosphere,fcalc,60.738,8.0657,11.2751,"[54.5011, 54.5011, 47.4074, 57.7381, 60.7963, 80.5576, 57.7381, 66.4443, 78.4413, 49.2546]","[{""cv_f1"": 0.7142622556904612, ""family"": ""proximity"", ""method"": ""proximity-support""}, {""cv_f1"": 0.5597186772467424, ""family"": ""proximity"", ""method"": ""proximity-support""}, {""cv_f1"": 0.5774966927132814, ""family"": ""proximity"", ""method"": ""proximity-support""}, {""cv_f1"": 0.6447333671413876, ""family"": ""proximity"", ""method"": ""proximity-support""}, {""cv_f1"": 0.6195455960161842, ""family"": ""proximity"", ""method"": ""proximity-support""}, {""cv_f1"": 0.7224924656326673, ""family"": ""proximity"", ""method"": ""proximity-support""}, {""cv_f1"": 0.6005186042461906, ""family"": ""proximity"", ""method"": ""proximity-support""}, {""cv_f1"": 0.6362453040849214, ""family"": ""proximity"", ""method"": ""proximity-support""}, {""cv_f1"": 0.6872427541228965, ""family"": ""proximity"", ""method"": ""proximity-support""}, {""cv_f1"": 0.4885524384277124, ""family"": ""standard"", ""method"": ""ratio-support""}]",10
ionosphere,fcalc_rand,75.3495,5.8081,8.1192,"[60.7963, 70.399, 79.7454, 79.3281, 77.9699, 78.4413, 87.4113, 79.0825, 63.373, 76.9481]","[{""cv_f1"": 0.731407808538225, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 4}, {""cv_f1"": 0.7579328257219016, ""family"": ""standard"", ""method"": ""standard-support"", ""num_iters"": 40, ""subsample_size"": 3}, {""cv_f1"": 0.7598253590892581, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 50, ""subsample_size"": 3}, {""cv_f1"": 0.7727392105069042, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 50, ""subsample_size"": 3}, {""cv_f1"": 0.8139531199283521, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 3}, {""cv_f1"": 0.786650210262567, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 3}, {""cv_f1"": 0.760789288312812, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 3}, {""cv_f1"": 0.7676797305713277, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 30, ""subsample_size"": 3}, {""cv_f1"": 0.6939665667485215, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 30, ""subsample_size"": 3}, {""cv_f1"": 0.7721398899146403, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 3}]",10
ionosphere,ips_knn,85.2787,4.1384,5.7851,"[72.5869, 86.8275, 90.5585, 74.8482, 86.4762, 79.7143, 86.8275, 83.5343, 83.0952, 78.3181]","[{""k"": 1}, {""k"": 2}, {""k"": 1}, {""k"": 1}, {""k"": 3}, {""k"": 4}, {""k"": 1}, {""k"": 1}, {""k"": 2}, {""k"": 4}]",10
ionosphere,knn,87.4715,3.4231,4.7851,"[77.0227, 90.7391, 90.7391, 81.1398, 92.2098, 87.4113, 90.3533, 87.1377, 88.869, 89.0937]","[{""n_neighbors"": 2, ""weights"": ""uniform""}, {""n_neighbors"": 2, ""weights"": ""uniform""}, {""n_neighbors"": 2, ""weights"": ""uniform""}, {""n_neighbors"": 2, ""weights"": ""uniform""}, {""n_neighbors"": 2, ""weights"": ""uniform""}, {""n_neighbors"": 2, ""weights"": ""uniform""}, {""n_neighbors"": 2, ""weights"": ""uniform""}, {""n_neighbors"": 2, ""weights"": ""uniform""}, {""n_neighbors"": 2, ""weights"": ""uniform""}, {""n_neighbors"": 2, ""weights"": ""uniform""}]",10
ionosphere,naive_bayes,88.0529,2.2147,3.096,"[86.8275, 88.869, 84.2642, 85.3608, 85.9776, 90.3533, 90.3533, 92.0493, 92.2098, 84.2642]","[{""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-08}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}]",10
ionosphere,logistic_regression,85.0641,2.6247,3.6691,"[82.598, 90.5585, 90.7391, 83.5343, 85.9776, 78.8545, 83.0952, 83.0952, 86.8275, 85.3608]","[{""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}]",10
ionosphere,svm,94.2698,2.4782,3.4643,"[91.8671, 100.0, 96.9658, 91.8671, 93.5688, 93.7057, 95.2296, 96.8528, 95.2296, 87.4113]","[{""C"": 1.0, ""gamma"": ""auto"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""auto"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""auto"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}]",10
ionosphere,decision_tree,86.4514,3.8347,5.3605,"[92.2098, 86.4533, 88.869, 83.0952, 75.7265, 85.6887, 86.2314, 93.7057, 90.7391, 81.7949]","[{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}]",10
ionosphere,random_forest,92.8705,2.5064,3.5038,"[90.1206, 92.2098, 93.9316, 90.1206, 92.0493, 92.2098, 95.3259, 100.0, 95.3259, 87.4113]","[{""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}]",10
ionosphere,xgboost,92.6032,3.0124,4.2111,"[88.3251, 95.2296, 95.3259, 86.4762, 92.0493, 90.3533, 95.3259, 98.442, 96.8528, 87.6522]","[{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}]",10
page_blocks,fcalc,61.1497,5.2843,7.387,"[65.6335, 61.3129, 68.8087, 64.2782, 65.8028, 64.5955, 59.6341, 65.4913, 48.4453, 47.4949]","[{""cv_f1"": 0.5905419835237306, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.615307398002117, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.6139460913377077, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.5966922031344517, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.5782002096281962, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.5840268787318075, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.6204432260355051, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.6264931163877161, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.6016758447493359, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.6304923547053252, ""family"": ""proximity"", ""method"": ""proximity""}]",10
page_blocks,fcalc_rand,62.7603,4.5606,6.3753,"[57.6261, 62.2454, 61.2981, 67.6957, 60.9688, 74.3093, 67.1248, 66.3423, 51.5573, 58.4355]","[{""cv_f1"": 0.6182540617816871, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 10, ""subsample_size"": 1}, {""cv_f1"": 0.6354304236891835, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 50, ""subsample_size"": 1}, {""cv_f1"": 0.6125459722406769, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 20, ""subsample_size"": 1}, {""cv_f1"": 0.5961039743794181, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 50, ""subsample_size"": 1}, {""cv_f1"": 0.5803231897534222, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 40, ""subsample_size"": 1}, {""cv_f1"": 0.6184288650147776, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 20, ""subsample_size"": 1}, {""cv_f1"": 0.6268451473918955, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 40, ""subsample_size"": 1}, {""cv_f1"": 0.6367659632821028, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 40, ""subsample_size"": 1}, {""cv_f1"": 0.6203813706254604, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 50, ""subsample_size"": 2}, {""cv_f1"": 0.6246771795531041, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 50, ""subsample_size"": 1}]",10
page_blocks,ips_knn,83.3637,1.8308,2.5593,"[81.4015, 84.8198, 86.1801, 81.838, 84.5808, 85.9499, 86.5597, 79.1501, 81.2568, 81.9003]","[{""k"": 8}, {""k"": 2}, {""k"": 5}, {""k"": 3}, {""k"": 2}, {""k"": 3}, {""k"": 3}, {""k"": 4}, {""k"": 3}, {""k"": 1}]",10
page_blocks,knn,83.9903,2.3842,3.3328,"[83.4958, 86.9048, 90.5213, 82.0507, 83.5659, 85.9499, 84.881, 78.2253, 82.2606, 82.0477]","[{""n_neighbors"": 3, ""weights"": ""distance""}, {""n_neighbors"": 3, ""weights"": ""uniform""}, {""n_neighbors"": 4, ""weights"": ""distance""}, {""n_neighbors"": 5, ""weights"": ""distance""}, {""n_neighbors"": 2, ""weights"": ""distance""}, {""n_neighbors"": 3, ""weights"": ""distance""}, {""n_neighbors"": 3, ""weights"": ""uniform""}, {""n_neighbors"": 3, ""weights"": ""distance""}, {""n_neighbors"": 3, ""weights"": ""distance""}, {""n_neighbors"": 2, ""weights"": ""distance""}]",10
page_blocks,naive_bayes,56.0917,4.1846,5.8497,"[55.472, 49.5234, 58.112, 64.678, 57.3998, 54.6653, 63.3433, 60.3696, 49.688, 47.6656]","[{""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}]",10
page_blocks,logistic_regression,81.0488,2.7583,3.8559,"[82.4108, 80.3183, 83.1674, 82.4685, 80.5389, 81.7313, 86.9107, 83.6889, 74.1979, 75.0553]","[{""C"": 10, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 1000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 1, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 10000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 10000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 1000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 1000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}]",10
page_blocks,svm,77.2979,2.982,4.1686,"[74.5115, 80.1958, 80.3129, 75.8367, 83.8335, 79.8634, 80.5852, 74.0021, 71.6224, 72.2153]","[{""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""linear""}]",10
page_blocks,decision_tree,81.5701,2.6514,3.7064,"[83.3579, 74.5527, 85.0691, 83.6802, 84.2264, 79.596, 82.5582, 85.3869, 76.3133, 80.9602]","[{""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}, {""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}]",10
page_blocks,random_forest,86.8602,1.3884,1.9408,"[85.5483, 86.2331, 88.5028, 86.7873, 89.2642, 86.461, 90.3318, 85.7736, 83.8936, 85.8061]","[{""bootstrap"": true, ""max_depth"": 20, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}]",10
